175100,0.000002,0.000002,0.000002,0.000002,0.000042
180100,0.000002,0.000002,0.000002,0.000002,0.000012
185100,0.000002,0.000002,0.000002,0.000002,0.000040
190100,0.000002,0.000002,0.000002,0.000002,0.000012
195100,0.000002,0.000002,0.000002,0.000002,0.000038
200100,0.000002,0.000002,0.000002,0.000002,0.000011
205100,0.000002,0.000002,0.000002,0.000002,0.000036
210100,0.000002,0.000002,0.000002,0.000002,0.000011
215100,0.000001,0.000001,0.000001,0.000001,0.000034
220100,0.000001,0.000001,0.000001,0.000001,0.000010
225100,0.000001,0.000001,0.000001,0.000001,0.000033
230100,0.000001,0.000001,0.000001,0.000001,0.000010
235100,0.000001,0.000001,0.000001,0.000001,0.000031
240100,0.000001,0.000001,0.000001,0.000001,0.000009
245100,0.000001,0.000001,0.000001,0.000001,0.000030
250100,0.000001,0.000001,0.000001,0.000001,0.000009
255100,0.000001,0.000001,0.000001,0.000001,0.000029
260100,0.000001,0.000001,0.000001,0.000001,0.000009
265100,0.000001,0.000001,0.000001,0.000001,0.000028
270100,0.000001,0.000001,0.000001,0.000001,0.000008
275100,0.000001,0.000001,0.000001,0.000001,0.000027
280100,0.000001,0.000001,0.000001,0.000001,0.000008
285100,0.000001,0.000001,0.000001,0.000001,0.000026
290100,0.000001,0.000001,0.000001,0.000001,0.000008
295100,0.000001,0.000001,0.000001,0.000001,0.000025
300100,0.000001,0.000001,0.000001,0.000001,0.000007
305100,0.000001,0.000001,0.000001,0.000001,0.000024
310100,0.000001,0.000001,0.000001,0.000001,0.000007
315100,0.000001,0.000001,0.000001,0.000001,0.000023
320100,0.000001,0.000001,0.000001,0.000001,0.000007
325100,0.000001,0.000001,0.000001,0.000001,0.000023
330100,0.000001,0.000001,0.000001,0.000001,0.000007
335100,0.000001,0.000001,0.000001,0.000001,0.000022
340100,0.000001,0.000001,0.000001,0.000001,0.000007
345100,0.000001,0.000001,0.000001,0.000001,0.000021
350100,0.000001,0.000001,0.000001,0.000001,0.000006
355100,0.000001,0.000001,0.000001,0.000001,0.000021
360100,0.000001,0.000001,0.000001,0.000001,0.000006
365100,0.000001,0.000001,0.000001,0.000001,0.000020
370100,0.000001,0.000001,0.000001,0.000001,0.000006
375100,0.000001,0.000001,0.000001,0.000001,0.000020
380100,0.000001,0.000001,0.000001,0.000001,0.000006
385100,0.000001,0.000001,0.000001,0.000001,0.000019
390100,0.000001,0.000001,0.000001,0.000001,0.000006
395100,0.000001,0.000001,0.000001,0.000001,0.000019
400100,0.000001,0.000001,0.000001,0.000001,0.000006
405100,0.000001,0.000001,0.000001,0.000001,0.000018
410100,0.000001,0.000001,0.000001,0.000001,0.000005
415100,0.000001,0.000001,0.000001,0.000001,0.000018
420100,0.000001,0.000001,0.000001,0.000001,0.000005
425100,0.000001,0.000001,0.000001,0.000001,0.000017
430100,0.000001,0.000001,0.000001,0.000001,0.000005
435100,0.000001,0.000001,0.000001,0.000001,0.000017
440100,0.000001,0.000001,0.000001,0.000001,0.000005
445100,0.000001,0.000001,0.000001,0.000001,0.000016
450100,0.000001,0.000001,0.000001,0.000001,0.000005
455100,0.000001,0.000001,0.000001,0.000001,0.000016
460100,0.000001,0.000001,0.000001,0.000001,0.000005
465100,0.000001,0.000001,0.000001,0.000001,0.000016
470100,0.000001,0.000001,0.000001,0.000001,0.000005
475100,0.000001,0.000001,0.000001,0.000001,0.000015
480100,0.000001,0.000001,0.000001,0.000001,0.000005
485100,0.000001,0.000001,0.000001,0.000001,0.000015
490100,0.000001,0.000001,0.000001,0.000001,0.000005
495100,0.000001,0.000001,0.000001,0.000001,0.000015
500100,0.000001,0.000001,0.000001,0.000001,0.000004
505100,0.000001,0.000001,0.000001,0.000001,0.000014
510100,0.000001,0.000001,0.000001,0.000001,0.000004
515100,0.000001,0.000001,0.000001,0.000001,0.000014
520100,0.000001,0.000001,0.000001,0.000001,0.000004
525100,0.000001,0.000001,0.000001,0.000001,0.000014
530100,0.000001,0.000001,0.000001,0.000001,0.000004
535100,0.000001,0.000001,0.000001,0.000001,0.000014
540100,0.000001,0.000001,0.000001,0.000001,0.000004
545100,0.000001,0.000001,0.000001,0.000001,0.000013
550100,0.000001,0.000001,0.000001,0.000001,0.000004
555100,0.000001,0.000001,0.000001,0.000001,0.000013
560100,0.000001,0.000001,0.000001,0.000001,0.000004
565100,0.000001,0.000001,0.000001,0.000001,0.000013
570100,0.000001,0.000001,0.000001,0.000001,0.000004
575100,0.000001,0.000001,0.000001,0.000001,0.000013
580100,0.000001,0.000001,0.000001,0.000001,0.000004
585100,0.000001,0.000001,0.000001,0.000001,0.000013
590100,0.000001,0.000001,0.000001,0.000001,0.000004
595100,0.000001,0.000001,0.000001,0.000001,0.000012
600100,0.000001,0.000001,0.000001,0.000001,0.000004
605100,0.000001,0.000001,0.000001,0.000001,0.000012
610100,0.000001,0.000001,0.000001,0.000001,0.000004
615100,0.000001,0.000001,0.000001,0.000001,0.000012
620100,0.000001,0.000001,0.000001,0.000001,0.000004
625100,0.000001,0.000001,0.000001,0.000001,0.000012
630100,0.000001,0.000001,0.000001,0.000001,0.000004
635100,0.000001,0.000001,0.000001,0.000001,0.000012
640100,0.000000,0.000000,0.000000,0.000000,0.000003
645100,0.000000,0.000000,0.000000,0.000000,0.000011
650100,0.000000,0.000000,0.000000,0.000000,0.000003
655100,0.000000,0.000000,0.000000,0.000000,0.000011
660100,0.000000,0.000000,0.000000,0.000000,0.000003
665100,0.000000,0.000000,0.000000,0.000000,0.000011
670100,0.000000,0.000000,0.000000,0.000000,0.000003
675100,0.000000,0.000000,0.000000,0.000000,0.000011
680100,0.000000,0.000000,0.000000,0.000000,0.000003
685100,0.000000,0.000000,0.000000,0.000000,0.000011
690100,0.000000,0.000000,0.000000,0.000000,0.000003
695100,0.000000,0.000000,0.000000,0.000000,0.000011
700100,0.000000,0.000000,0.000000,0.000000,0.000003
705100,0.000000,0.000000,0.000000,0.000000,0.000010
710100,0.000000,0.000000,0.000000,0.000000,0.000003
715100,0.000000,0.000000,0.000000,0.000000,0.000010
720100,0.000000,0.000000,0.000000,0.000000,0.000003
725100,0.000000,0.000000,0.000000,0.000000,0.000010
730100,0.000000,0.000000,0.000000,0.000000,0.000003
735100,0.000000,0.000000,0.000000,0.000000,0.000010
740100,0.000000,0.000000,0.000000,0.000000,0.000003
745100,0.000000,0.000000,0.000000,0.000000,0.000010
750100,0.000000,0.000000,0.000000,0.000000,0.000003
755100,0.000000,0.000000,0.000000,0.000000,0.000010
760100,0.000000,0.000000,0.000000,0.000000,0.000003
765100,0.000000,0.000000,0.000000,0.000000,0.000010
770100,0.000000,0.000000,0.000000,0.000000,0.000003
775100,0.000000,0.000000,0.000000,0.000000,0.000009
780100,0.000000,0.000000,0.000000,0.000000,0.000003
785100,0.000000,0.000000,0.000000,0.000000,0.000009
790100,0.000000,0.000000,0.000000,0.000000,0.000003
795100,0.000000,0.000000,0.000000,0.000000,0.000009
800100,0.000000,0.000000,0.000000,0.000000,0.000003
805100,0.000000,0.000000,0.000000,0.000000,0.000009
810100,0.000000,0.000000,0.000000,0.000000,0.000003
815100,0.000000,0.000000,0.000000,0.000000,0.000009
820100,0.000000,0.000000,0.000000,0.000000,0.000003
825100,0.000000,0.000000,0.000000,0.000000,0.000009
830100,0.000000,0.000000,0.000000,0.000000,0.000003
835100,0.000000,0.000000,0.000000,0.000000,0.000009
840100,0.000000,0.000000,0.000000,0.000000,0.000003
845100,0.000000,0.000000,0.000000,0.000000,0.000009
850100,0.000000,0.000000,0.000000,0.000000,0.000003
855100,0.000000,0.000000,0.000000,0.000000,0.000009
860100,0.000000,0.000000,0.000000,0.000000,0.000003
865100,0.000000,0.000000,0.000000,0.000000,0.000008
870100,0.000000,0.000000,0.000000,0.000000,0.000003
875100,0.000000,0.000000,0.000000,0.000000,0.000008
880100,0.000000,0.000000,0.000000,0.000000,0.000003
885100,0.000000,0.000000,0.000000,0.000000,0.000008
890100,0.000000,0.000000,0.000000,0.000000,0.000003
895100,0.000000,0.000000,0.000000,0.000000,0.000008
900100,0.000000,0.000000,0.000000,0.000000,0.000002
905100,0.000000,0.000000,0.000000,0.000000,0.000008
910100,0.000000,0.000000,0.000000,0.000000,0.000002
915100,0.000000,0.000000,0.000000,0.000000,0.000008
920100,0.000000,0.000000,0.000000,0.000000,0.000002
925100,0.000000,0.000000,0.000000,0.000000,0.000008
930100,0.000000,0.000000,0.000000,0.000000,0.000002
935100,0.000000,0.000000,0.000000,0.000000,0.000008
940100,0.000000,0.000000,0.000000,0.000000,0.000002
945100,0.000000,0.000000,0.000000,0.000000,0.000008
950100,0.000000,0.000000,0.000000,0.000000,0.000002
955100,0.000000,0.000000,0.000000,0.000000,0.000008
960100,0.000000,0.000000,0.000000,0.000000,0.000002
965100,0.000000,0.000000,0.000000,0.000000,0.000008
970100,0.000000,0.000000,0.000000,0.000000,0.000002
975100,0.000000,0.000000,0.000000,0.000000,0.000008
980100,0.000000,0.000000,0.000000,0.000000,0.000002
985100,0.000000,0.000000,0.000000,0.000000,0.000007
990100,0.000000,0.000000,0.000000,0.000000,0.000002
995100,0.000000,0.000000,0.000000,0.000000,0.000007
